timestamp_ms,acceleration_m/s²_x,acceleration_m/s²_y,acceleration_m/s²_z
1750252366731,-0.84949267,5.0404677,8.305262
1750252366751,-0.76689273,5.1258364,8.295535
1750252366781,-0.5148282,5.2500353,8.38629
1750252366801,-0.6215198,5.3531356,8.135722
1750252366832,-0.47255555,5.468955,8.187422
1750252366841,-0.37544075,5.5459437,8.187646
1750252366871,-0.36900634,5.6248775,7.7076836
1750252366901,-0.5351789,5.513173,7.914857
1750252366932,-0.72035545,5.4176297,8.276456
1750252366961,-0.6943185,5.345579,8.343194
1750252366992,-0.698658,5.4143376,8.336386
1750252367011,-0.65399116,5.479355,8.485275
1750252367041,-0.54767364,5.623082,8.221314
1750252367062,-0.6013935,5.7014174,8.141932
1750252367082,-0.608651,5.7554364,8.190115
1750252367112,-0.51355624,5.783194,8.207473
1750252367132,-0.47038582,5.801824,8.135198
1750252367142,-0.47682023,5.8277116,8.158991
1750252367173,-0.5258266,5.741221,8.2825165
1750252367202,-0.5395932,5.6093154,8.25431
1750252367223,-0.62137014,5.6017585,8.206276
1750252367252,-0.608651,5.5973444,8.108562
1750252367273,-0.5952584,5.618069,7.8236527
1750252367283,-0.5526117,5.60737,7.7266126
1750252367312,-0.49245736,5.705233,7.503952
1750252367343,-0.5770026,5.68159,7.4842744
1750252367363,-0.61156887,5.670218,7.556774
1750252367373,-0.6534674,5.705383,7.597251
1750252367393,-0.6691794,5.7579803,7.618275
1750252367413,-0.5695956,5.8391585,7.7786865
1750252367443,-0.6219687,5.7895536,8.095919
1750252367463,-0.67224693,5.7380037,8.2067995
1750252367483,-0.74661684,5.7801266,7.990723
1750252367513,-0.86961895,5.92752,7.491083
1750252367534,-0.78215575,5.960739,7.3816233
1750252367553,-0.70195,5.999346,7.5151
1750252367583,-0.54161334,6.106935,7.614235
1750252367623,-0.5320365,6.0675807,7.3602996
1750252367653,-0.54887074,6.0584526,7.268422
1750252367674,-0.4846762,6.0697503,7.161955
1750252367703,-0.41329905,6.0114665,6.990171
1750252367723,-0.4885668,5.969269,7.0717235
1750252367754,-0.5366005,5.8145432,7.403171
1750252367784,-0.6728455,5.694459,7.668179
1750252367824,-0.5871031,5.639991,8.198794
1750252367843,-0.60805243,5.6707416,8.212486
1750252367864,-0.73157823,5.7774334,8.1341505
1750252367884,-0.7923311,5.909638,7.991845
1750252367904,-0.7044938,6.0572553,7.9925933
1750252367924,-0.623091,6.2807393,8.10153
1750252367955,-0.45138183,6.4839473,8.150536
1750252367974,-0.42714053,6.5262947,8.09502
1750252368004,-0.50989014,6.5138745,8.1271925
1750252368034,-0.74063134,6.348974,7.9484506
1750252368055,-0.83258367,6.266748,7.97546
1750252368074,-0.9064298,6.1977654,8.2346325
1750252368095,-0.91810155,6.1159883,8.485275
1750252368125,-0.91338795,6.1857944,8.272341
1750252368145,-0.9010428,6.2720604,8.061427
1750252368175,-0.6952163,6.6885767,7.9789014
1750252368195,-0.35119945,6.8620067,7.8357735
1750252368205,-0.22303486,6.9273233,7.7488337
1750252368245,0.34768298,6.714838,7.6642885
1750252368265,0.6211457,6.421099,7.8306108
1750252368295,0.93830264,6.037578,8.361076
1750252368325,1.1237785,5.7252846,8.282367
1750252368355,1.2489502,5.453767,8.438438
1750252368375,1.5111902,5.2986674,8.574235
1750252368405,1.7351977,4.9714103,8.134375
1750252368416,1.6342671,4.9039984,7.8956285
1750252368466,0.7356185,4.6806645,6.718504
1750252368486,0.43125558,4.724957,6.595053
1750252368506,0.39040452,4.8618007,6.7726727
1750252368536,0.6357354,5.326276,7.0833955
1750252368566,0.8245032,5.831153,7.0028157
1750252368586,0.7589619,6.09242,7.1133976
