CreatedAt,UpdatedAt,RecordingID,Code,Start,End,Display
2025-05-21T13:09:44Z,2025-05-21T13:09:44Z,0196f298-8ba9-60a1-ca9b-4460d3383044,TECHNICAL_PAUSE,2025-05-21T11:27:16Z,2025-05-21T11:27:16Z,TECHNICAL_PAUSE
2025-06-18T13:19:51Z,2025-06-18T13:19:51Z,0197832a-aacf-61d9-e6f8-d618bf706439,TECHNICAL_PAUSE,2025-06-18T13:12:13Z,2025-06-18T13:12:13Z,TECHNICAL_PAUSE
