timestamp_ms,timestamp_μs,freeAcceleration_m/s²_x,freeAcceleration_m/s²_y,freeAcceleration_m/s²_z
1747569316637,3275238442,-0.13415538,0.49660242,-0.8337946
1747569316654,3275255109,0.019164225,0.65803,-0.957325
1747569316670,3275271776,0.5028541,0.5035805,-0.6514721
1747569316687,3275288443,1.3033036,0.24622919,-0.16765022
1747569316704,3275305110,1.8251925,0.55928594,1.1281223
1747569316720,3275321777,1.7771839,0.940958,1.9230623
1747569316737,3275338444,1.5491745,1.3277856,1.9372072
1747569316754,3275355111,1.8635476,1.3328269,2.4938726
1747569316770,3275371778,2.3130167,1.387485,2.865922
1747569316787,3275388445,2.2714999,1.151949,2.8637085
1747569316804,3275405112,1.5361406,0.9215134,2.8460674
1747569316820,3275421779,0.21830109,1.2392802,2.1577034
1747569316837,3275438446,0.20671439,1.310991,2.1866274
1747569316854,3275455113,0.68762845,1.3918498,2.8779192
1747569316870,3275471780,1.2860949,1.1699429,3.269991
1747569316887,3275488447,2.102651,0.92340064,2.93367
1747569316904,3275505114,2.1233685,1.4415554,2.0172796
1747569316920,3275521781,1.447857,2.0791123,1.3305159
1747569316937,3275538448,0.5327959,2.0952382,0.66118526
1747569316954,3275555115,-0.105566844,1.7064298,-0.3535719
1747569316970,3275571782,-0.036361925,1.62997,-1.0458183
1747569316987,3275588449,0.26325563,1.8706626,-1.1231127
1747569317004,3275605116,0.12289161,1.9426973,-1.2771196
1747569317020,3275621783,-0.7437151,1.9063802,-1.7617178
1747569317037,3275638450,-1.3286737,1.7895797,-1.999897
1747569317054,3275655117,-0.8012659,1.386623,-2.327044
1747569317070,3275671784,0.12445349,1.4212881,-2.2853765
1747569317087,3275688451,0.2400589,1.5035785,-2.0581274
1747569317104,3275705118,-0.79307485,1.3780578,-2.4156713
1747569317120,3275721785,-1.8843503,1.056397,-2.764649
1747569317137,3275738452,-1.9550217,0.5981584,-2.846116
1747569317154,3275755119,-1.5083781,0.81113726,-2.352182
1747569317170,3275771786,-1.008745,1.4034296,-2.031229
1747569317187,3275788453,-0.47952884,1.818735,-1.5256977
1747569317204,3275805120,-0.36291492,1.6198071,-0.96046925
1747569317220,3275821787,-0.50789386,1.2366415,-0.8601427
1747569317237,3275838454,-0.8492546,1.1120932,-1.6184797
1747569317254,3275855121,-1.3370532,1.618452,-2.2430558
1747569317270,3275871788,-1.4371953,1.8323765,-1.5125551
1747569317287,3275888455,-0.8934982,0.7373599,0.38780403
1747569317304,3275905122,-0.49867874,-0.44168642,0.6370468
1747569317320,3275921789,-0.660707,-0.4777967,-0.8277092
1747569317337,3275938456,-0.8826024,0.45776257,-1.5639162
1747569317354,3275955123,-0.9036556,0.22608134,-0.19820213
1747569317370,3275971790,-0.48187578,-1.7612588,0.8858967
1747569317387,3275988457,0.09079817,-2.5525553,-0.6454439
1747569317404,3276005124,-0.5588434,-2.0690012,-2.385394
1747569317420,3276021791,-0.69396234,-2.2328062,-1.9268441
1747569317437,3276038458,-0.11627803,-2.599191,-0.6016178
1747569317454,3276055125,0.4505487,-2.683142,-0.10359955
1747569317470,3276071792,-0.16920333,-4.0450196,0.18719864
1747569317487,3276088459,0.051661108,-4.6688824,-1.527895
1747569317504,3276105126,-0.07532185,-4.6632705,-2.562327
1747569317520,3276121793,-0.106073216,-3.0484784,-3.144227
1747569317537,3276138460,0.5908422,-2.2593203,-2.164558
1747569317554,3276155127,0.93505514,-3.070256,0.055122375
1747569317570,3276171794,1.2905064,-3.6091592,0.4220028
1747569317587,3276188461,2.1500363,-2.7377307,-2.1141424
1747569317604,3276205128,2.414463,-1.3651011,-2.9403005
1747569317620,3276221795,1.8035526,-2.6733108,0.15622139
1747569317637,3276238462,1.4919242,-3.3116097,2.7842388
1747569317654,3276255129,1.8357682,-2.1111486,0.9734173
1747569317670,3276271796,1.7291467,-2.3503032,0.6942673
1747569317687,3276288463,1.5253702,-3.3076656,0.3603239
1747569317704,3276305130,1.4825603,-2.181826,-0.20490742
1747569317720,3276321797,2.9004307,-2.2944095,1.7440872
1747569317737,3276338464,2.424389,-0.06693811,2.4240751
1747569317754,3276355131,1.4892071,1.4997346,0.9707508
1747569317770,3276371798,1.1656353,2.229109,-2.3642697
1747569317787,3276388465,1.1796591,0.5456959,-1.6766729
1747569317804,3276405132,0.87594706,-1.1717079,-0.5722103
1747569317820,3276421799,-0.29226533,-1.8212025,0.07394695
1747569317837,3276438466,1.6879334,-0.21128412,-2.4135423
1747569317854,3276455133,-0.28979942,0.97592396,-2.4140816
1747569317870,3276471800,-4.437131,1.5170969,0.32599354
1747569317887,3276488467,-3.3349528,-0.9269567,-1.9486275
1747569317904,3276505134,-2.30554,-2.5183299,-1.4218569
1747569317920,3276521801,-2.3929324,-1.7360567,1.4945116
1747569317937,3276538468,-1.1493405,0.10809936,0.9138212
1747569317954,3276555135,-0.44391763,0.2254146,-0.11774731
1747569317970,3276571802,1.156326,-0.018659309,-1.5018206
1747569317987,3276588469,-0.9199635,-2.1066074,1.9018116
1747569318004,3276605136,0.4004883,-2.1832004,0.8122368
1747569318020,3276621803,2.8399565,-0.06868352,-1.1841202
1747569318037,3276638470,1.3886323,-4.328593,-5.28658
1747569318054,3276655137,-1.0346906,-2.2949464,1.7225571
1747569318070,3276671804,-1.672961,-0.07728989,0.6070137
1747569318087,3276688471,-0.4974587,-1.0909113,0.3427534
1747569318104,3276705138,0.15255788,0.737787,0.20522594
1747569318120,3276721805,0.10184323,1.4226693,2.285101
1747569318137,3276738472,-2.419777,0.9891387,1.9267159
1747569318154,3276755139,-2.88059,-2.1062825,1.9627447
1747569318170,3276771806,-2.1462746,-2.6020305,1.6004429
1747569318187,3276788473,-3.2715998,-2.1597395,4.974065
1747569318204,3276805140,-1.7098101,-2.4481146,3.6093416
1747569318220,3276821807,-2.6481733,-3.745606,1.2920694
1747569318237,3276838474,-2.5440488,-3.2332377,-2.9151015
1747569318254,3276855141,-4.3708405,-1.57314,0.2735567
1747569318270,3276871808,-3.230095,0.024397334,5.713092
1747569318287,3276888475,-2.7716343,-0.07481091,-4.1114883
1747569318304,3276905142,0.21062218,0.62839943,-12.625772
1747569318320,3276921809,-0.0393065,2.5281096,-5.6991677
1747569318337,3276938476,0.80307823,0.0047340044,1.3130646
1747569318354,3276955143,3.5043228,0.3229057,-1.5338087
1747569318370,3276971810,5.3718824,3.6394107,-1.587471
1747569318387,3276988477,-0.1035093,-0.29580867,4.0768375
