timestamp_ms,acceleration_m/s²_x,acceleration_m/s²_y,acceleration_m/s²_z
1747566890543,-0.16101007,3.057171,9.162684
1747566890563,-0.19692309,3.0439281,9.281571
1747566890583,-0.15113398,3.0365212,9.497349
1747566890603,-0.09195231,2.9873652,9.502362
1747566890623,-0.19220951,2.9602807,9.410634
1747566890643,-0.31251815,2.8900259,9.318458
1747566890664,-0.28318918,2.9136686,9.31973
1747566890683,-0.19108722,2.8871827,9.404723
1747566890704,-0.20859483,2.9336452,9.457097
1747566890723,-0.1941548,2.9756935,9.487922
1747566890743,-0.14492401,2.9526494,9.540594
1747566890764,-0.11162966,2.9513774,9.57561
1747566890784,-0.14163199,2.983325,9.452607
1747566890804,-0.10100538,2.9751697,9.331101
1747566890824,-0.14163199,2.9273605,9.271321
1747566890844,-0.21585225,2.9018474,9.332897
1747566890864,-0.20103812,2.8518684,9.59813
1747566890884,-0.08417115,2.8007672,9.774852
1747566890904,-0.060453594,2.802413,9.72996
1747566890924,-0.097937815,2.832565,9.403526
1747566890944,-0.0974889,2.9013236,9.012823
1747566890964,-0.13991116,2.97098,8.866403
1747566890984,-0.110731825,2.9183822,9.097143
1747566891005,-0.0449661,2.8357074,9.447371
1747566891025,-0.01810615,2.735151,9.783606
1747566891045,-0.014215573,2.7159226,9.924265
1747566891065,-0.0020949265,2.6746974,9.800066
1747566891084,-0.09599253,2.71899,9.672201
1747566891105,-0.08312369,2.7766755,9.589376
1747566891125,-0.03172317,2.8015153,9.60838
1747566891135,-0.019527707,2.7993455,9.531616
1747566891185,-0.11604396,2.854861,9.079561
1747566891205,-0.2558803,2.8547115,9.003545
1747566891225,-0.39885905,2.8537388,8.985589
1747566891245,-0.39496845,2.958111,9.085996
1747566891265,-0.26613048,2.9989622,9.264214
1747566891285,-0.23029228,3.0560489,9.496377
1747566891306,-0.33765727,3.1048307,9.522339
1747566891325,-0.45310268,3.22903,9.483358
1747566891336,-0.45370123,3.2653918,9.395671
1747566891376,-0.6869114,3.3265936,9.118392
1747566891396,-0.6775591,3.304073,9.234885
1747566891416,-0.5622633,3.2329204,9.385121
1747566891436,-0.5853075,3.150545,9.430087
1747566891456,-0.6852654,3.0632315,9.284639
1747566891476,-0.50480247,3.4596214,8.703971
1747566891496,-0.24316111,3.8420203,8.330176
1747566891516,0.097339265,3.9606082,8.606332
1747566891536,0.32463878,3.9927053,8.993145
1747566891546,0.4777929,3.9039702,9.137022
1747566891596,0.10699089,3.982979,9.769166
1747566891617,-0.16467619,4.1640406,9.42268
1747566891637,-0.2789245,4.434361,9.153407
1747566891657,-0.5383961,4.635773,8.798392
1747566891676,-0.83774614,4.683732,8.383896
1747566891696,-1.0913819,4.64737,7.950994
1747566891717,-1.2429647,4.5501804,7.6018147
1747566891737,-1.3507787,4.5281835,7.702371
1747566891757,-1.3214498,4.3639565,8.099958
1747566891797,-1.4273183,4.3735332,8.038532
1747566891817,-1.3888614,4.42643,8.150985
1747566891837,-1.1139772,4.381015,8.799739
1747566891857,-0.6322189,4.0542064,9.577106
1747566891877,-0.6307973,4.0883985,10.201244
1747566891897,-0.6856395,4.086753,10.414104
1747566891917,-0.40566754,4.2332478,10.241123
1747566891937,0.16370355,4.321085,10.778023
1747566891957,-0.022146367,3.8973863,12.571654
1747566891968,-0.19198506,3.8222682,12.594099
1747566892018,-0.4731541,4.459425,10.50254
1747566892038,-0.82480246,4.072612,11.243546
1747566892058,-1.2574797,3.7493947,11.886239
1747566892078,-1.1187656,3.1477766,11.819126
1747566892098,-0.61022216,2.416797,11.750218
1747566892118,-0.738686,2.2084267,11.95799
1747566892138,-0.68504095,2.3861961,11.357944
1747566892158,-0.54782325,2.6185832,9.769839
1747566892168,-0.5920412,2.6386347,8.9302225
1747566892198,-1.000103,2.7525837,7.2242045
1747566892218,-0.82233346,2.484882,6.9296427
1747566892238,-0.439336,2.1504421,7.2424603
1747566892258,-0.06599019,1.9083284,7.892785
1747566892279,-0.066065006,1.7063177,8.3512745
1747566892299,-0.5900959,1.6127193,8.331148
1747566892318,-0.974889,1.6919525,8.172234
1747566892338,-1.0141689,1.9838954,7.2101383
1747566892369,-0.8572738,2.5260324,5.9997196
1747566892389,-0.881964,2.7768998,6.182203
1747566892408,-1.2493243,2.9748704,6.9618897
1747566892429,-1.4833575,3.3191864,7.819238
1747566892449,-1.2485762,3.6346226,7.9599724
1747566892469,-0.90156657,4.038195,7.6811976
1747566892489,-0.5918915,4.2221,7.9350576
1747566892509,-0.66124856,4.196362,9.117868
1747566892530,-0.7398831,3.9603088,10.717869
1747566892549,-0.55133975,3.7009869,12.135759
1747566892559,-0.31064767,3.5693805,12.525042
1747566892589,-0.18240824,3.8591537,12.9423065
1747566892610,0.26111764,3.7453544,12.343532
1747566892630,1.2506711,3.450718,11.492842
1747566892650,1.7419313,3.1973066,11.33894
1747566892670,1.4780455,2.1374235,11.953201
1747566892690,0.5313631,1.2905495,13.221829
1747566892710,-0.12195465,0.86378306,14.170681
1747566892730,0.3274819,0.5948095,13.888165
1747566892750,0.9840917,0.99613756,11.853693
1747566892760,1.1971756,1.3120973,10.486678
1747566892800,0.39287353,2.1481974,6.5128274
1747566892820,-0.40215108,2.3843255,6.330344
1747566892840,-0.4444237,2.459294,6.7042885
1747566892860,-0.30413842,2.5824459,6.867842
1747566892881,-0.35591304,2.7290158,6.6861825
1747566892900,-0.6345383,2.7094133,6.2873235
1747566892920,-1.268478,2.7277439,5.881282
1747566892941,-1.758167,2.86773,5.7894044
1747566892961,-1.7298856,3.1576529,6.2526073
1747566892980,-1.3423241,3.4355297,6.7322707
1747566893001,-1.099163,3.7139306,6.860061
1747566893031,-1.0363901,3.8403742,7.7224226
1747566893051,-1.1938837,3.9535003,8.561291
1747566893071,-1.4217069,4.0711904,9.3424
1747566893091,-1.3194296,3.8936453,10.655768
1747566893111,-0.8549545,3.1126118,12.612056
1747566893131,-1.4095862,3.0195372,15.528567
1747566893151,-1.3028946,3.1078234,16.296658
1747566893171,-0.45534724,3.4781017,13.993061
1747566893191,0.5669769,3.8696284,11.538257
1747566893221,0.9317934,3.1883285,11.570429
1747566893241,-0.5847838,1.9674352,12.821848
1747566893261,-1.8100165,0.720954,12.84594
1747566893281,-1.9993081,0.32800564,12.582727
1747566893301,-1.395221,0.5588216,11.946169
1747566893322,-0.5972785,1.0656443,10.712855
1747566893342,-0.18405426,1.4788685,9.347861
1747566893362,-0.17791912,1.7821839,7.6743145
1747566893382,-0.35232174,1.8826655,6.2780457
1747566893411,-0.6973112,2.068216,4.960711
1747566893431,-0.594585,2.2626703,4.8535705
1747566893451,-0.33533788,2.585663,5.110723
1747566893471,-0.03606266,2.953921,5.3333836
1747566893491,0.12120646,3.239729,5.5378633
1747566893512,0.22527942,3.4607437,5.7971854
1747566893532,-0.007855974,3.6046202,6.3789763
1747566893552,-0.27593175,3.6686652,7.4628763
1747566893572,-0.39863458,3.5872624,8.365939
1747566893592,-0.4014029,3.690213,8.562638
1747566893612,-0.2845359,3.8821232,8.472856
1747566893633,-0.044292733,3.8435168,9.078364
1747566893653,0.22857144,3.744756,10.713229
1747566893672,0.4953753,3.527931,12.91395
1747566893693,0.18682255,3.7480478,14.462325
1747566893713,0.7959224,3.330933,13.602208
1747566893733,1.2768577,3.000234,12.114212
1747566893753,1.7002573,2.720711,11.036672
1747566893773,1.4616601,2.5285764,11.223643
1747566893793,1.1536311,2.2269816,12.056077
1747566893813,1.4833575,1.8246809,12.248587
1747566893833,2.2985084,1.8377743,12.572178
1747566893853,2.704999,1.9021933,12.183494
1747566893873,2.2132897,1.925387,10.488773
1747566893893,1.0482115,2.0171897,8.785823
1747566893913,0.12666823,2.254515,7.3344874
1747566893933,-0.13160628,2.5767596,6.422895
1747566893954,-0.17717093,2.83047,5.977798
1747566893973,-0.10010756,2.8524668,5.7150345
1747566893994,-0.15345336,2.7602153,5.5888147
1747566894013,-0.67890584,2.5231893,5.53517
1747566894034,-1.3340193,2.473809,5.6642323
1747566894054,-1.3785365,2.8455834,6.1618524
1747566894073,-0.99613756,3.3052702,6.591836
1747566894094,-0.17006314,3.9204304,6.5755253
1747566894114,0.76936173,4.635399,6.7398276
1747566894133,1.2764837,5.1522474,7.7955956
1747566894154,1.0113257,5.083564,9.874735
1747566894174,0.3617489,4.553622,11.765556
1747566894194,0.1488146,3.9232736,12.860978
1747566894204,0.13893852,3.770419,13.198037
1747566894234,-0.62915134,4.870255,13.385308
1747566894254,-0.41823712,5.321188,11.745131
1747566894275,0.4102315,5.133842,10.885387
1747566894294,1.3383588,4.358719,11.809475
1747566894314,0.77834,3.165808,13.704934
1747566894334,-0.870442,1.9722985,13.860184
1747566894355,-1.8235587,1.4723592,12.211626
1747566894374,-1.4721348,1.6969652,10.386945
1747566894394,-0.8052,2.0193596,9.042974
1747566894405,-0.57879823,2.0287118,8.636708
1747566894434,-0.38569093,1.93863,8.072201
1747566894455,-0.24862288,1.8833389,7.5082912
1747566894475,-0.07811083,1.9797056,6.9998226
1747566894495,0.21211131,2.1007624,6.737209
1747566894515,0.36100072,2.0483892,6.737209
1747566894535,0.3386299,1.7944542,6.8501854
1747566894555,-0.034715924,1.8083705,6.960169
1747566894575,-0.40327334,2.410587,6.934057
1747566894595,-0.33481413,3.1862335,6.4112234
1747566894615,0.1949778,3.7565024,5.970989
1747566894635,0.41157824,4.024279,6.6668043
1747566894656,0.38658875,4.1309705,7.9939404
1747566894675,0.40222588,4.2078094,9.323246
1747566894695,0.5161001,4.3148003,9.290774
1747566894716,0.99763393,4.5605803,8.863634
1747566894736,1.2687024,4.232949,9.787796
1747566894756,1.1252748,3.936292,11.926043
1747566894776,0.6906524,4.5698576,13.609915
1747566894796,1.7303344,4.3409123,12.33373
1747566894806,2.4961798,4.134038,11.454085
1747566894836,2.6496332,3.21863,11.272201
1747566894856,0.98087454,2.459743,11.526585
1747566894876,-0.080505036,2.0956748,11.82399
1747566894896,0.1921347,1.9987096,12.249708
1747566894916,0.7388357,2.31235,11.828629
1747566894936,0.82599956,2.484508,10.924667
1747566894956,0.40731356,2.4200141,9.46211
1747566894976,-0.11836334,2.3101053,8.020276
1747566894996,-0.35359368,2.3498342,7.0226426
1747566895016,-0.39160162,2.5570073,6.545972
1747566895037,-0.5810428,2.717344,6.3319154
1747566895056,-0.9106945,2.7341034,6.167613
1747566895076,-0.95506203,2.7267714,6.138509
1747566895097,-0.611943,3.008464,6.187964
1747566895117,-0.45422494,3.364751,6.0238113
1747566895136,-0.49328038,3.6300588,6.2138515
1747566895157,-0.56181437,3.9242463,7.0099235
1747566895177,-0.36317047,4.210727,8.368782
1747566895197,-0.12636895,4.233772,9.702353
1747566895217,-0.48033673,4.1871595,10.24434
1747566895237,-0.8890718,4.073435,9.7555485
1747566895257,-0.8845827,3.7494695,9.770063
1747566895277,-0.52395606,3.2519994,11.395278
1747566895297,-0.9766098,3.3539026,13.766211
1747566895317,-0.986037,3.4868555,13.846642
1747566895337,-0.21742344,3.9562688,12.286968
1747566895357,0.4961983,4.1285763,11.964873
1747566895377,0.41681555,3.281029,13.051392
1747566895397,-0.60685533,2.1886744,13.470003
1747566895418,-1.2877064,1.6875381,12.185365
1747566895427,-1.2505214,1.756521,11.255516
1747566895458,-0.7158663,2.1374984,9.629929
1747566895478,-0.65391636,2.1175218,9.208773
1747566895498,-0.65242,1.9393034,9.030331
1747566895518,-0.59226567,1.7844285,8.684592
1747566895538,-0.43387425,1.7304841,8.02499
1747566895558,-0.2693477,1.9333179,7.133374
1747566895578,-0.2629881,2.2145617,6.380996
1747566895598,-0.22333413,2.4185178,5.986477
1747566895618,-0.123974755,2.7130795,6.192902
1747566895628,-0.10407296,2.8972833,6.3517423
1747566895658,-0.45227966,3.4284968,6.352715
1747566895679,-1.1760768,3.7353287,6.031817
1747566895699,-1.8206408,3.9289598,5.6762033
1747566895718,-1.9910032,3.971457,6.3401456
1747566895739,-1.7336265,4.179004,7.9812956
1747566895759,-1.1775731,4.2932525,9.970204
1747566895778,-0.26687866,4.1012673,11.165584
1747566895799,-0.036661215,3.882647,11.397522
1747566895819,-0.5367501,4.077475,11.2310505
1747566895828,-0.9246856,4.421791,11.333852
1747566895859,-0.2546832,4.595371,12.882675
1747566895879,0.80707043,4.0120835,15.251589
1747566895898,0.7920318,3.4249804,15.572861
1747566895919,-0.6370821,3.2018707,12.834867
1747566895939,-2.0260932,3.185261,9.659257
1747566895969,-2.9991117,3.3167176,8.658181
1747566895990,-2.2439656,2.9245923,9.199795
1747566896009,-1.3397803,3.078719,8.987759
1747566896030,-0.6286276,3.3481414,7.7575126
1747566896039,-0.7130232,3.6050692,7.093122
1747566896070,-1.6024691,3.9475896,6.105888
1747566896090,-2.5873837,3.556886,6.531233
1747566896110,-3.2311997,3.0442274,7.3846908
1747566896129,-3.0263457,2.4890718,8.151808
1747566896150,-2.8100445,2.3063645,7.9025865
1747566896170,-2.877157,2.3322518,6.76362
1747566896190,-3.1995513,2.4280946,6.0225396
1747566896210,-3.492018,2.6093805,6.1517515
1747566896230,-3.0115316,2.431237,7.8443775
1747566896240,-2.5279028,2.2308722,8.984391
1747566896270,-1.6320225,1.7587656,11.414731
1747566896290,-2.1163247,1.4452748,11.768623
1747566896311,-2.6227732,1.0205284,11.197756
1747566896330,-2.9600563,0.98446584,10.443956
1747566896351,-3.2568624,1.1975498,10.148946
1747566896370,-3.49112,1.4927847,10.330831
1747566896391,-3.630358,1.7553239,10.4466505
1747566896411,-3.354052,1.8635119,10.412009
1747566896430,-2.5950902,1.704522,10.430789
1747566896471,-2.7837083,1.8059763,9.983971
1747566896491,-3.466355,2.4753053,9.070508
1747566896510,-3.728221,3.0088382,8.605509
1747566896530,-3.372682,3.439944,10.094403
1747566896550,-2.1119103,3.0932338,12.51554
1747566896571,-1.2146084,2.5641153,14.035708
1747566896591,-1.0819547,2.3803601,13.3039055
1747566896611,-1.4585925,2.3930795,10.983999
1747566896631,-1.7847277,2.7127802,8.977359
1747566896641,-1.8077719,2.880898,8.297331
1747566896671,-1.8712183,3.670461,6.741473
1747566896691,-1.5058032,4.221875,6.602834
1747566896711,-1.5105916,4.3622355,7.698032
1747566896731,-1.7202339,3.8729954,8.800562
1747566896751,-2.0651486,3.5087774,9.432556
1747566896771,-1.8210896,3.2871642,9.802984
1747566896791,-1.4488661,3.2849195,9.986216
1747566896812,-1.0583868,3.191845,10.314969
1747566896831,-1.2229881,3.0223804,10.661455
1747566896851,-1.4766988,2.9731495,10.590752
1747566896872,-1.1997195,3.071237,9.694048
1747566896891,-0.6287772,3.0817864,9.443629
1747566896912,-0.29583356,3.0119057,10.022203
1747566896932,-0.260968,2.9055882,10.751238
1747566896952,0.010699089,2.6101289,11.2605295
1747566896973,0.27967268,2.6382606,11.4276
1747566896992,0.27308863,2.8580782,10.570176
1747566897012,0.059855044,3.2460885,9.010279
1747566897032,-0.13265374,3.4614918,8.012645
1747566897062,-0.2929156,3.593547,8.249521
1747566897082,0.0099509,3.593173,8.890868
1747566897102,0.2992004,3.4654574,9.55047
1747566897123,0.27204117,3.3237505,9.284565
1747566897143,-0.07556699,3.3010805,8.139688
1747566897163,-0.3648165,3.3319058,7.167641
1747566897182,-0.4416554,3.4760816,6.742895
1747566897203,-0.32224458,3.646444,6.625579
1747566897223,-0.13564649,3.8460605,6.8444242
1747566897243,0.08072949,4.0487447,6.833351
1747566897263,-0.1352724,4.3816137,6.271836
1747566897283,0.053046532,4.9035497,6.2748284
1747566897303,0.33309332,4.9319057,7.1390605
1747566897323,0.19161096,4.6030774,8.026037
1747566897343,-0.11724106,4.627543,8.836624
1747566897363,-0.5459528,4.9895163,9.02442
1747566897383,-0.6453122,5.084611,9.418191
1747566897403,-0.5460276,5.052963,9.529147
1747566897424,-0.66364276,5.1125183,10.109218
1747566897444,-1.2085481,4.8507276,11.87524
1747566897464,-2.1990743,4.43451,13.736134
1747566897484,-2.44448,4.3511624,13.373113
1747566897503,-2.0486135,4.3415856,11.553819
1747566897524,-0.86138886,4.221576,10.741511
1747566897544,-0.035913024,3.6147957,13.057452
1747566897564,0.38898295,1.9205986,15.807941
1747566897583,-0.27331308,0.4444237,16.433577
1747566897604,-1.5019875,0.4190601,14.026655
1747566897624,-2.1598692,1.3349171,11.287239
1747566897644,-1.2722938,1.9955671,7.9240594
1747566897674,-0.52073884,3.0356982,5.5407815
1747566897694,-0.028281508,2.9993362,6.00578
1747566897714,0.061575875,2.6403556,7.141904
1747566897734,-0.14567222,2.1870284,7.8241763
1747566897754,-0.4953753,1.7325042,8.163854
1747566897775,-0.7505074,1.3218986,8.065467
1747566897795,-0.92049575,1.2327147,7.555203
1747566897815,-1.0069114,1.617807,6.8596125
1747566897835,-0.7650971,2.217779,5.9445033
1747566897855,-0.42998368,2.9083564,5.503821
1747566897875,-0.095768064,3.4505684,5.710545
1747566897895,-0.21016602,3.9683893,6.188787
1747566897915,-0.56331074,4.4650364,6.401347
